    SN,Loan_ID,Name,Trans_score,Urban,Gender,Age,CoapplicantIncome,Dependents,Self_Employed,Credit_History,ApplicantIncome,Loan_Status
4987,15582090,Iroawuchi,684,Semiurban,Female,36,0,1,1,0,117038.96,0
4988,15711254,Retana,452,Semiurban,Female,35,0,2,1,0,164241.67,0
4989,15775067,Fang,606,Rural,Male,47,93578.68,2,0,1,137720.56,1
4990,15602851,Ozioma,629,Semiurban,Male,40,0,1,1,0,106.67,0
4991,15802857,Robson,659,Semiurban,Female,33,115409.6,1,0,1,1539.21,0
4992,15701175,Bruno,493,Urban,Female,33,90791.69,1,1,1,59659.53,0
4993,15783019,Price,794,Rural,Female,62,123681.32,3,1,0,173586.63,1
4994,15728912,Swanson,554,Semiurban,Female,44,92436.86,1,1,0,126033.9,0
4995,15585580,Chang,796,Urban,Female,52,167194.36,1,1,1,62808.93,1
4996,15583480,Morgan,807,Urban,Female,36,0,2,0,1,147007.33,0
4997,15620341,Nwebube,500,Rural,Male,44,160838.13,2,1,0,196261.64,0
4998,15613886,Trevisan,722,Semiurban,Male,43,0,1,1,0,44560.17,1
4999,15792916,Ositadimma,559,Urban,Female,40,144470.77,1,1,1,18917.95,0
5000,15710408,Cunningham,584,Urban,Female,38,0,2,1,1,4525.4,0
5001,15598695,Fields,834,Urban,Female,68,130169.27,2,0,1,93112.2,0
5002,15649354,Johnston,754,Rural,Male,35,0,2,1,1,9658.41,0
5003,15737556,Vasilyev,590,Rural,Male,43,81076.8,2,1,1,182627.25,1
5004,15671610,Hooper,740,Semiurban,Male,36,0,1,1,1,13177.4,0
5005,15625092,Colombo,502,Rural,Female,57,101465.31,1,1,0,43568.31,1
5006,15741032,Tsao,733,Urban,Male,48,0,1,0,1,117830.57,0
5007,15750014,Chikere,755,Semiurban,Female,37,113865.23,2,1,1,117396.25,0
5008,15784761,Ballard,554,Semiurban,Female,46,87603.35,3,0,1,96929.24,1
5009,15768359,Akhtar,534,Rural,Male,36,120037.96,1,1,0,36275.94,0
5010,15805769,O'Loughlin,656,Rural,Male,33,0,2,1,0,116706,0
5011,15719508,Davis,575,Rural,Male,49,121205.15,4,1,1,168080.53,1
5012,15609011,Barry,480,Semiurban,Male,47,75408.33,1,1,0,25887.89,1
5013,15703106,K'ung,575,Semiurban,Male,40,0,2,1,1,122488.59,0
5014,15626795,Gorman,672,Semiurban,Female,40,0,1,1,0,113171.61,1
5015,15773731,John,758,Semiurban,Female,35,0,2,0,0,100365.51,0
5016,15756196,Tsou,682,Urban,Male,50,121818.84,2,0,1,124151.37,0
5017,15687903,Okonkwo,501,Semiurban,Female,29,0,2,1,0,112664.24,0
5018,15777599,Esposito,746,Urban,Male,34,141806,2,1,1,183494.87,0
5019,15754577,Boni,556,Semiurban,Female,51,61354.14,1,1,0,198810.65,1
5020,15584113,Pratt,823,Rural,Female,53,124954.94,1,0,1,131259.6,1
5021,15669589,Page,491,Semiurban,Female,68,95039.12,1,0,1,116471.14,1
5022,15632793,Wilkinson,638,Urban,Female,29,103417.74,1,1,1,15336.4,0
5023,15711130,Tseng,734,Rural,Male,45,0,2,1,0,99593.28,0
5024,15615254,Clark,555,Semiurban,Male,40,43028.77,1,1,0,170514.21,0
5025,15720583,Finch,745,Semiurban,Female,44,119638.21,1,1,1,34265.08,1
5026,15780432,Shen,728,Urban,Male,37,122689.51,2,0,0,106977.53,1
5027,15673223,Hou,626,Rural,Male,44,0,2,0,0,164287.86,0
5028,15807989,Wall,681,Semiurban,Male,37,73179.34,2,1,1,25292.53,0
5029,15761168,Manna,478,Urban,Female,38,171913.87,1,1,0,51820.87,1
5030,15651272,Reyes,709,Semiurban,Male,38,0,2,1,1,81452.29,0
5031,15812832,Jideofor,562,Semiurban,Male,33,92659.2,2,1,0,1354.25,0
5032,15680517,Sal,769,Urban,Female,34,137239.17,1,1,1,71379.92,1
5033,15750569,Iweobiegbunam,684,Semiurban,Female,46,102955.14,2,1,0,154137.33,0
5034,15690743,Shao,536,Rural,Female,61,65190.29,1,1,1,64308.49,1
5035,15627741,Heath,631,Semiurban,Female,29,96863.52,2,1,1,31613.35,0
5036,15712121,Chidimma,657,Semiurban,Male,34,154983.98,1,1,0,27738.01,0
5037,15805429,Murray,699,Rural,Male,59,106819.65,1,0,1,163570.25,0
5038,15814923,Sullivan,606,Urban,Male,38,128578.52,1,1,1,193878.51,0
5039,15589230,Wu,612,Rural,Female,63,126473.33,1,0,1,147545.65,0
5040,15775490,Downie,660,Urban,Female,38,110570.78,2,1,0,195906.59,0
5041,15749727,Chukwufumnanya,829,Rural,Male,50,0,2,0,1,178458.86,0
5042,15619238,Allan,567,Urban,Male,29,0,2,1,0,156125.72,0
5043,15593468,Findlay,850,Rural,Female,33,0,2,1,1,11159.19,0
5044,15718454,Ch'eng,712,Urban,Female,44,0,2,0,0,45738.94,0
5045,15789498,Miller,562,Semiurban,Male,30,111099.79,2,0,0,140650.19,0
5046,15744691,Tsai,755,Urban,Female,29,0,3,1,0,4733.94,0
5047,15708289,Graham,793,Urban,Male,25,100913.57,1,0,0,10579.72,0
5048,15790412,Norton,471,Urban,Male,26,0,2,1,1,179655.87,0
5049,15741416,Yegorov,707,Semiurban,Male,42,16893.59,1,1,1,77502.56,0
5050,15598894,Holt,784,Urban,Male,38,122267.85,1,0,0,145759.93,0
5051,15663294,Kao,703,Rural,Male,32,125685.79,1,1,1,56246.72,0
5052,15572728,Ross,704,Rural,Male,36,127397.34,1,1,0,151335.24,0
5053,15706729,Hsiao,662,Urban,Male,38,105271.56,1,0,1,179833.45,0
5054,15674433,Allan,636,Urban,Female,28,115265.14,1,0,0,191627.85,0
5055,15641170,Liang,640,Urban,Male,36,0,1,0,0,173016.46,0
5056,15806284,Briggs,739,Rural,Male,31,0,2,1,1,58469.75,0
5057,15690958,Cantrell,767,Rural,Male,23,139542.82,1,0,1,28038.28,0
5058,15606386,Wang,753,Semiurban,Female,46,111512.75,3,1,0,159576.75,1
5059,15682322,Aksenov,714,Semiurban,Male,37,148466.93,2,0,1,151280.96,0
5060,15579915,Glennon,707,Rural,Male,29,0,2,1,0,139953.94,0
5061,15681928,Yancy,577,Rural,Female,35,108155.49,1,1,0,105407.79,0
5062,15734005,Mazzi,633,Urban,Female,42,0,2,1,0,56865.62,0
5063,15650432,Liu,849,Semiurban,Male,41,84622.13,1,1,1,198072.16,0
5064,15592578,Nucci,614,Rural,Female,41,146997.64,2,0,0,137791.18,0
5065,15671243,Y?,558,Urban,Female,47,0,2,1,0,103787.28,0
5066,15775709,Nucci,832,Semiurban,Female,27,98590.25,1,1,0,30912.89,0
5067,15702631,Tang,567,Rural,Female,26,0,2,1,1,78651.55,0
5068,15602282,Kao,587,Semiurban,Female,45,134980.74,1,1,1,123309.57,1
5069,15717879,Chen,712,Urban,Female,79,108078.56,1,1,1,174118.93,0
5070,15740878,Yao,655,Urban,Female,29,0,2,0,1,85736.26,0
5071,15794468,Tsou,641,Urban,Female,42,0,2,0,0,121138.77,0
5072,15773277,Barnes,676,Rural,Male,35,106836.67,2,1,0,84199.78,0
5073,15572657,H?,472,Urban,Male,29,102490.27,1,0,1,181224.56,0
5074,15800295,Cruz,644,Rural,Male,34,112746.54,2,0,0,141230.07,0
5075,15672397,Smith,598,Semiurban,Male,38,125487.89,1,0,0,158111.71,0
5076,15684921,Onuchukwu,792,Urban,Male,25,142862.21,1,1,1,130639.01,0
5077,15720676,Bukowski,700,Rural,Female,37,0,2,1,0,17040.82,0
5078,15731829,Simmons,616,Semiurban,Male,34,0,2,1,0,25662.27,0
5079,15732672,Stewart,743,Rural,Male,35,79388.33,1,1,1,193360.69,0
5080,15692406,Gow,427,Rural,Male,37,0,2,1,1,121485.1,0
5081,15764405,Williams,731,Semiurban,Male,29,0,2,1,1,162452.65,0
5082,15757537,Francis,610,Urban,Female,31,107784.65,1,1,1,141137.53,0
5083,15793307,Calabresi,724,Rural,Female,41,142880.28,3,0,0,185541.2,1
5084,15660679,Chimaobim,653,Rural,Female,38,149571.94,1,1,0,118383.18,0
5085,15666856,Chikwendu,774,Semiurban,Male,49,142767.39,1,1,1,8214.41,0
5086,15687372,Padovesi,547,Urban,Male,49,121537.71,2,1,0,46521.45,1
5087,15667289,Henderson,719,Urban,Male,50,0,2,0,0,10772.13,0
5088,15624641,Kharlamova,740,Semiurban,Male,43,0,1,1,0,199290.68,1
5089,15734610,Onio,543,Rural,Male,42,89838.71,3,1,0,85983.54,1
5090,15631882,Yeh,688,Rural,Male,45,103399.87,1,0,0,129870.93,0
5091,15642709,Feng,474,Rural,Female,30,0,2,0,0,63158.22,0
5092,15811026,Norman,505,Rural,Male,43,136855.94,2,1,0,171070.52,0
5093,15596303,White,688,Urban,Female,39,0,2,1,0,53222.15,1
5094,15787255,Manfrin,650,Rural,Female,55,140891.46,3,1,1,179834.45,1
5095,15617166,Ritchie,610,Rural,Male,37,0,1,1,0,114514.64,0
5096,15742442,Udegbulam,705,Urban,Female,46,89364.91,1,0,1,139162.15,0
5097,15758692,Kao,669,Rural,Female,29,146011.4,1,0,0,50249.16,0
5098,15568238,Diaz,650,Rural,Male,20,0,2,1,1,113469.65,0
5099,15730353,Olisaemeka,550,Urban,Male,29,145294.08,2,1,0,147484.13,0
5100,15731555,Ross-Watt,595,Semiurban,Female,45,106000.12,1,0,0,191448.96,1
5101,15582404,Miller,572,Semiurban,Female,26,0,2,1,0,119381.41,0
5102,15721462,Shubin,622,Urban,Female,58,0,2,1,1,33277.31,0
5103,15632899,Nwankwo,662,Rural,Male,20,104508.77,2,0,0,73107.53,0
5104,15808526,Cartwright,783,Urban,Female,58,127539.3,1,1,1,96590.39,1
5105,15694349,Ngozichukwuka,714,Semiurban,Male,44,0,1,0,1,6923.11,0
5106,15718465,Sadler,671,Semiurban,Male,51,96891.46,1,1,0,176403.33,1
5107,15682995,Azuka,600,Semiurban,Female,32,78535.25,1,1,0,64349.6,0
5108,15584776,Shen,847,Rural,Female,37,112712.17,1,1,0,116097.26,0
5109,15777772,Whittaker,650,Rural,Male,55,119618.42,1,1,1,29861.13,0
5110,15576156,Abazu,710,Rural,Female,28,0,1,1,0,48426.98,0
5111,15646756,Murphy,682,Urban,Female,33,74963.5,1,1,1,32770.56,0
5112,15742886,Ford,642,Rural,Male,26,138023.79,2,0,1,117060.2,0
5113,15586135,Gratwick,536,Rural,Female,28,0,1,1,1,136197.65,0
5114,15616152,Pai,754,Semiurban,Female,47,185513.67,1,1,0,27438.83,0
5115,15721460,Lorenzo,678,Urban,Male,60,185648.56,1,0,0,192156.54,1
5116,15727317,Brady,533,Semiurban,Female,49,102286.6,3,1,0,69409.37,1
5117,15649536,Wong,741,Rural,Male,38,128015.83,1,1,0,58440.43,0
5118,15754929,Douglas,757,Urban,Male,31,39539.39,2,0,0,192519.39,0
5119,15572051,Kennedy,721,Rural,Male,40,0,1,1,1,144874.67,0
5120,15668142,Chang,700,Rural,Male,37,77608.46,2,1,1,175373.46,0
5121,15701176,Brown,663,Urban,Male,26,141462.13,1,1,0,440.2,0
5122,15708422,Hsiung,677,Urban,Female,35,0,2,0,0,76637.38,0
5123,15655632,MacDonald,655,Semiurban,Male,27,131691.33,1,1,0,49480.66,0
5124,15744606,Davidson,832,Semiurban,Male,29,93833.86,1,0,1,10417.87,0
5125,15612140,Milano,721,Semiurban,Female,46,137933.39,1,1,1,67976.57,0
5126,15656086,Bovee,542,Semiurban,Male,54,105770.14,1,0,1,140929.98,1
5127,15655298,Lewis,654,Semiurban,Female,54,0,2,0,1,47139.06,0
5128,15644796,Dyer,821,Urban,Female,38,0,2,0,1,126241.4,1
5129,15726250,Hsia,508,Rural,Female,38,166328.65,2,0,1,22614.19,0
5130,15764432,Hicks,588,Urban,Female,42,164307.77,1,1,0,48498.19,0
5131,15631721,Millar,691,Rural,Male,38,163965.69,2,0,1,103511.26,0
5132,15707479,Fan,664,Semiurban,Male,40,125608.72,1,1,0,122073.48,0
5133,15579826,Young,439,Rural,Female,66,0,1,1,0,65535.56,0
5134,15668104,Kerr,479,Rural,Male,37,118433.94,1,0,1,160060.9,0
5135,15641604,Frolova,850,Urban,Female,55,98488.08,1,1,0,155879.57,1
5136,15587240,Vasilyev,518,Semiurban,Male,40,0,2,0,1,194416.58,0
5137,15680767,Sabbatini,717,Rural,Female,64,98362.35,2,1,1,21630.21,0
5138,15601594,Ifeanacho,698,Rural,Female,51,144237.91,4,1,0,157143.61,1
5139,15589969,Capon,850,Urban,Male,34,0,1,0,1,52796.31,0
5140,15703728,Chieloka,700,Urban,Male,47,0,1,1,0,121798.52,1
5141,15617790,Hanson,626,Rural,Female,29,105767.28,2,0,0,41104.82,0
5142,15662500,Ts'ao,774,Urban,Male,32,0,2,1,0,10604.48,0
5143,15778526,Bradshaw,719,Rural,Female,48,0,2,0,0,78563.66,0
5144,15670584,Nkemakolam,646,Semiurban,Male,31,0,1,1,1,170821.43,1
5145,15748069,Clunie,485,Urban,Female,25,134467.26,1,1,1,113266.09,0
5146,15680597,Cover,784,Urban,Male,38,138515.02,1,1,1,171768.76,0
5147,15628992,Esposito,850,Rural,Male,32,128647.98,2,0,0,54416.18,0
5148,15719624,Hodgson,669,Rural,Female,38,121858.98,1,1,0,130755.34,0
5149,15812767,Harvey,731,Urban,Male,70,0,2,1,1,141180.66,0
5150,15689201,Dobie,721,Semiurban,Female,49,120108.56,1,0,1,183421.76,0
5151,15614716,Okwudilichukwu,515,Urban,Female,37,196853.62,1,1,1,132770.11,0
5152,15683618,Dyer,774,Rural,Female,35,121418.62,1,1,1,24400.37,0
5153,15799631,Chase,585,Semiurban,Male,36,0,2,1,1,180318.6,0
5154,15692259,Baresi,695,Urban,Female,29,0,2,1,0,111565.45,0
5155,15590966,Lo,729,Urban,Female,42,97495.8,2,0,0,2002.5,0
5156,15656426,Tyler,713,Semiurban,Female,42,0,2,0,0,82565.01,0
5157,15675256,Ts'ui,555,Rural,Male,33,127343.4,1,0,1,121789.3,0
5158,15751185,Aparicio,699,Semiurban,Female,50,158633.61,1,1,0,193785.87,0
5159,15789582,Macleod,587,Urban,Male,55,0,1,1,0,64593.07,0
5160,15651103,Sal,762,Urban,Female,69,183744.98,1,1,1,196993.69,0
5161,15672299,Yeh,510,Semiurban,Male,44,0,2,1,1,175518.31,0
5162,15772250,Udegbunam,842,Semiurban,Male,46,0,1,0,0,17268.02,0
5163,15763922,Alexandrov,608,Rural,Male,31,79962.92,2,1,0,60901.72,0
5164,15633870,Ozioma,850,Semiurban,Female,36,0,2,1,1,100750.03,0
5165,15624323,Atkins,642,Semiurban,Male,36,0,2,1,1,195224.91,0
5166,15688612,Campos,850,Urban,Male,33,140956.99,1,0,0,3510.18,0
5167,15694644,Wood,455,Urban,Female,43,0,1,1,1,81250.79,0
5168,15587174,Kerr,726,Semiurban,Male,29,0,2,1,1,91844.14,1
5169,15579559,Chienezie,544,Rural,Male,30,145241.63,1,1,1,80676.83,0
5170,15775430,Tsou,651,Urban,Male,31,138008.06,2,1,0,129912.74,0
5171,15623695,McKinnon,814,Semiurban,Female,31,0,2,1,1,142029.17,0
5172,15760849,Nwachukwu,537,Semiurban,Male,39,0,2,1,1,137651.6,0
5173,15813095,Nwebube,553,Urban,Male,37,0,2,1,0,33877.29,0
5174,15705281,Burt,800,Urban,Male,38,0,1,1,0,78744.39,0
5175,15812594,Ross,791,Rural,Male,34,0,2,1,0,96734.46,0
5176,15626322,Lees,699,Rural,Female,29,127570.93,2,1,0,164756.81,0
5177,15723105,Feetham,756,Urban,Female,28,0,1,1,1,164394.65,0
5178,15588449,Chuang,591,Rural,Female,27,107812.67,1,0,1,162501.83,1
5179,15794849,Aitken,850,Rural,Male,22,91560.58,2,0,0,10541.38,0
5180,15620000,Chambers,760,Semiurban,Male,34,121303.77,2,1,1,59325.21,0
5181,15799720,Coburn,569,Semiurban,Male,43,161546.68,2,0,1,178187.28,0
5182,15711287,Ahmed,661,Rural,Female,35,128415.45,1,1,0,142626.49,0
5183,15613102,Ogochukwu,670,Rural,Female,31,57530.06,1,1,1,181893.31,1
5184,15621440,Soto,694,Rural,Male,38,0,2,0,1,156858.2,0
5185,15677146,Obiajulu,728,Semiurban,Female,28,142243.54,2,1,0,33074.51,0
5186,15801169,Yegorova,764,Urban,Female,39,138341.51,1,1,0,50072.94,1
5187,15722425,Lucchese,639,Rural,Male,32,0,2,1,0,111340.36,0
5188,15682421,Talbot,683,Rural,Female,30,0,2,0,1,100496.84,1
5189,15691910,Lu,663,Rural,Male,30,0,3,1,0,101371.05,0
5190,15721779,Arnold,826,Urban,Male,41,146466.46,2,0,0,180934.67,0
5191,15579548,Nicholson,735,Rural,Male,36,0,2,1,0,105152.17,0
5192,15681075,Chukwualuka,682,Semiurban,Female,58,0,1,1,1,706.5,0
5193,15607884,Wallace,663,Semiurban,Female,39,0,2,1,1,101168.9,0
5194,15767757,Pisano,562,Semiurban,Female,29,120307.58,1,1,1,6795.61,0
5195,15791550,Kelly,696,Semiurban,Male,27,87637.26,2,0,0,196111.35,0
5196,15658589,Brady,850,Urban,Male,38,94652.04,1,1,1,171960.76,0
5197,15670822,Palmer,719,Semiurban,Female,22,114415.84,1,1,1,177497.4,0
5198,15629744,Tan,804,Semiurban,Female,71,0,2,0,1,147995.96,0
5199,15660768,L?,604,Semiurban,Male,40,84315.02,1,0,0,36209.1,0
5200,15726310,Mordvinova,782,Semiurban,Female,27,0,2,1,0,143614.01,0
5201,15641298,Corones,512,Rural,Male,42,93955.83,2,1,0,14828.54,0
5202,15625675,Clements,569,Urban,Male,36,67087.69,1,1,0,154775.7,0
5203,15713354,Morrice,597,Rural,Female,22,101528.61,1,1,0,70529,1
5204,15633866,Hsiung,753,Urban,Male,30,110824.52,1,1,1,57896.27,0
5205,15704231,Barrett,430,Urban,Female,33,0,1,1,1,69759.91,0
5206,15735400,Kanayochukwu,756,Rural,Male,28,179960.2,1,1,0,89938.08,0
5207,15632826,Tardent,493,Rural,Male,38,134006.77,1,1,0,89578.32,0
5208,15751022,Bowhay,777,Urban,Female,37,121532.17,2,1,1,73464.88,0
5209,15664737,Lei,779,Urban,Female,38,0,2,1,1,138542.87,0
5210,15681126,Baker,702,Semiurban,Female,38,0,1,1,1,161888.63,0
5211,15738954,Pisano,551,Urban,Male,35,129717.3,2,0,0,86937.2,0
5212,15662263,Castillo,749,Rural,Male,22,94762.16,2,1,1,42241.54,0
5213,15621611,Gibson,742,Urban,Male,55,155196.17,1,0,1,121207.66,1
5214,15783752,Lindsay,752,Urban,Male,29,129514.99,1,1,1,102930.46,0
5215,15709474,Macnamara,740,Semiurban,Female,57,113386.36,2,1,1,65121.63,1
5216,15701280,Romano,576,Semiurban,Male,24,0,1,0,1,78498.04,1
5217,15671104,Aksakova,637,Rural,Male,43,172196.23,1,1,1,104769.96,0
5218,15796434,Farnsworth,724,Semiurban,Male,28,97612.12,1,1,1,96498.14,0
5219,15781505,Giordano,685,Rural,Male,20,104719.94,2,1,0,38691.34,0
5220,15625819,Arnold,625,Urban,Female,38,0,1,1,0,164804.02,0
5221,15753174,Thompson,571,Urban,Male,37,139592.98,3,1,0,104152.65,1
5222,15654067,Koch,584,Rural,Female,29,0,2,1,0,88866.92,0
5223,15724719,Jones,550,Rural,Female,22,139096.85,1,1,0,129890.94,0
5224,15624695,Otitodilinna,662,Semiurban,Female,72,140301.72,1,0,1,179258.67,0
5225,15718216,Fleetwood-Smith,803,Semiurban,Male,43,0,1,1,0,72051.44,0
5226,15586300,Chinonyelum,615,Rural,Male,66,0,2,1,1,74580.8,0
5227,15783349,Montague,481,Rural,Male,39,111233.09,1,1,1,123995.15,0
5228,15725767,Milani,701,Rural,Male,23,0,2,1,0,38960.59,0
5229,15791925,Palermo,751,Semiurban,Male,29,147737.63,1,0,1,94951.27,0
5230,15793585,Anderson,675,Urban,Male,35,0,2,1,1,56642.97,0
5231,15576641,Crawford,733,Rural,Male,40,125725.02,2,1,1,50783.1,0
5232,15749519,Lin,822,Urban,Male,38,128289.7,3,1,0,9149.96,1
5233,15684960,Yewen,559,Rural,Female,46,0,1,1,0,21006.1,1
5234,15591286,Simmons,731,Urban,Female,49,88826.07,1,1,1,33759.41,1
5235,15668323,Mbadiwe,678,Semiurban,Female,41,143443.61,1,1,0,196622.28,1
5236,15608528,Munro,645,Rural,Female,68,0,4,1,1,176353.87,1
5237,15645184,Graham,701,Urban,Male,29,0,2,1,0,176943.59,0
5238,15702566,Lombardo,554,Rural,Male,26,149134.46,1,1,1,177966.24,0
5239,15660840,Kalinin,723,Urban,Male,30,124119.54,1,1,0,162198.32,0
5240,15750811,Woodward,766,Rural,Male,44,116822.7,1,0,0,197643.24,0
5241,15733842,Pirozzi,597,Urban,Female,24,103219.47,1,1,0,60420.07,0
5242,15581526,Iweobiegbulam,574,Urban,Male,41,0,2,0,0,70550,0
5243,15662751,Piazza,655,Semiurban,Female,40,81954.6,1,1,1,198798.44,1
5244,15684319,Baranova,780,Rural,Female,37,95196.26,1,1,0,126310.39,1
5245,15702190,Fan,672,Semiurban,Male,43,0,2,1,1,64515.5,0
5246,15588517,Sun,717,Semiurban,Male,38,0,2,1,1,158580.05,0
5247,15801863,Marino,521,Urban,Female,32,136555.01,2,1,1,129353.21,0
5248,15584271,Donaldson,633,Rural,Male,59,0,1,1,1,137273.97,0
5249,15700366,Burton,669,Semiurban,Male,39,119452.03,1,1,1,171575.54,0
5250,15804038,Quinn,740,Rural,Male,44,0,1,0,1,96528,1
5251,15720820,Sabbatini,462,Urban,Female,24,69881.09,2,0,1,64421.02,0
5252,15743759,Brooks,619,Urban,Male,39,0,2,1,1,158444.61,0
5253,15749947,Black,665,Semiurban,Female,44,0,2,1,1,66548.58,0
5254,15670496,Schwartz,655,Semiurban,Female,27,0,2,0,0,108008.05,0
5255,15746664,Ts'ui,463,Urban,Male,20,204223.03,1,1,0,128268.39,0
5256,15745533,Sargent,799,Urban,Female,63,110314.21,2,1,0,37464,1
5257,15761497,Udinesi,713,Urban,Female,48,163760.82,1,0,0,157381.14,1
5258,15628600,Lee,807,Rural,Female,31,141069.18,3,1,1,194257.11,0
5259,15627002,Taylor,728,Rural,Male,38,115934.74,1,1,1,139059.05,0
5260,15614635,Kepley,582,Semiurban,Male,52,151457.88,1,0,1,40893.61,0
5261,15731281,Ozuluonye,704,Rural,Female,35,154206.07,2,1,1,40261.49,0
5262,15814022,Lassetter,714,Rural,Female,26,89928.99,1,1,0,46203.31,0
5263,15659194,Mishina,628,Urban,Male,30,89182.09,1,1,1,13126.9,0
5264,15745030,Trevisano,809,Rural,Male,41,79706.25,2,1,0,165675.01,0
5265,15691817,Iloerika,547,Urban,Female,44,0,3,0,0,5459.07,1
5266,15707488,Tan,560,Rural,Female,27,0,2,1,0,131919.48,0
5267,15784700,Chikelu,811,Urban,Male,31,117799.28,1,1,1,182372.35,0
5268,15710397,Lin,584,Urban,Male,26,0,2,1,0,147600.54,0
5269,15687648,Nicholson,691,Rural,Male,28,0,2,0,0,92865.41,0
5270,15732281,Ugoji,680,Rural,Male,34,146422.22,1,1,0,67142.97,1
5271,15607230,Michel,588,Rural,Male,33,150186.22,2,1,1,65611.01,0
5272,15567630,Bruce,721,Urban,Male,40,100275.88,1,1,0,138564.48,1
5273,15587507,Feng,850,Rural,Male,47,0,1,1,0,187391.02,1
5274,15733904,McDonald,529,Semiurban,Male,32,147493.89,1,1,0,33656.35,0
5275,15709511,Watt,622,Urban,Male,43,0,2,1,0,100618.17,0
5276,15579616,Goodwin,683,Urban,Female,42,0,2,0,1,198134.9,0
5277,15694852,Arcuri,575,Urban,Male,29,121823.4,2,1,1,50368.87,0
5278,15589924,Rapuluolisa,577,Rural,Female,40,0,2,1,1,108787,0
5279,15799300,Kao,510,Semiurban,Male,31,113688.63,1,1,0,33099.41,1
5280,15731330,Tsui,652,Urban,Female,40,100471.34,1,1,1,124550.88,0
5281,15694129,Summers,569,Semiurban,Female,28,100032.52,1,1,0,5159.21,1
5282,15620372,Cross,687,Urban,Male,31,0,2,0,0,48228.1,0
5283,15744622,Osorio,822,Urban,Male,32,116358,1,1,0,108798.36,0
5284,15799815,Bobrov,656,Semiurban,Female,23,163549.63,1,0,1,21085.12,0
5285,15759250,Barnett,745,Rural,Male,51,99183.9,1,1,1,28922.25,0
5286,15732643,Pike,386,Rural,Female,53,131955.07,1,1,1,62514.65,1
5287,15690540,Gearheart,684,Semiurban,Female,41,134177.06,1,0,0,177506.66,0
5288,15803078,Bruno,635,Rural,Female,38,0,2,1,0,90605.05,0
5289,15652180,Egobudike,582,Semiurban,Male,30,0,2,1,1,132029.95,0
5290,15741195,Okechukwu,613,Rural,Male,19,0,1,1,1,176903.35,0
5291,15743490,Zikoranachidimma,795,Semiurban,Female,56,94348.94,1,1,0,29239.29,1
5292,15575510,Milanesi,659,Semiurban,Female,32,155584.21,1,0,1,153662.88,0
5293,15732610,Ahern,745,Rural,Female,28,0,2,1,0,154389.18,0
5294,15602909,Dickson,604,Urban,Female,41,0,2,1,1,166224.39,0
5295,15734058,Anayochukwu,509,Urban,Male,32,170661.47,1,1,1,21646.2,0
5296,15801788,McDonald,706,Urban,Female,29,185544.36,1,1,0,171037.63,0
5297,15702462,Fiorentini,619,Rural,Female,44,52831.13,1,1,1,112649.22,1
5298,15683416,Russo,572,Semiurban,Male,51,97750.07,3,1,1,193014.26,1
5299,15794187,Young,695,Urban,Male,36,114007.5,2,1,0,118120.88,0
5300,15792989,Bianchi,543,Urban,Female,71,104308.77,1,1,1,25650.04,0
5301,15613734,Fallaci,640,Semiurban,Female,33,84719.13,2,1,1,113048.79,0
5302,15606177,Crawford,672,Semiurban,Male,39,0,2,1,0,87372.49,0
5303,15636700,Marsh,701,Urban,Male,39,140236.98,1,0,1,146651.99,0
5304,15645766,Kosisochukwu,634,Urban,Male,25,0,2,1,1,8227.91,0
5305,15671345,Piccio,531,Urban,Female,42,75302.85,2,0,0,57034.35,0
5306,15652469,Nevels,699,Urban,Male,27,0,2,1,0,93003.21,0
5307,15749638,Kaodilinakachukwu,605,Semiurban,Female,51,104760.82,1,1,1,165574.54,1
5308,15728706,Amaechi,534,Urban,Female,49,0,1,1,0,13566.48,1
5309,15735439,P'an,449,Urban,Female,31,113693,1,0,0,82796.29,0
5310,15778696,Ikemefuna,684,Rural,Female,36,174180.39,1,1,0,119830.08,0
5311,15624744,Tai,622,Rural,Male,42,115766.26,1,0,0,72155.85,1
5312,15584338,Winn,714,Rural,Female,40,0,2,1,0,62762.12,0
5313,15726178,Hardy,712,Urban,Female,48,0,2,1,0,183235.33,0
5314,15794939,Chiu,783,Semiurban,Female,72,121215.9,2,1,1,105206.48,0
5315,15788068,Lopez,743,Urban,Male,45,144677.19,3,1,0,22512.44,1
5316,15572956,Steen,683,Semiurban,Male,36,115350.63,1,1,1,122305.91,0
5317,15780386,Ferri,654,Urban,Male,40,105683.63,1,1,0,173617.09,0
5318,15791114,Yegorova,700,Urban,Male,37,135179.49,1,1,0,160670.37,0
5319,15708046,Knowles,744,Rural,Male,31,117551.23,1,1,0,158958.9,0
5320,15719779,May,645,Semiurban,Male,25,157404.02,2,1,0,93073.04,0
5321,15591550,Bianchi,525,Urban,Male,36,77910.23,1,1,0,67238.01,0
5322,15639368,Pipes,732,Rural,Male,25,110942.9,1,0,0,172576.56,0
5323,15699830,Doherty,721,Semiurban,Female,40,0,2,1,1,122580.48,0
5324,15569264,Yobanna,622,Semiurban,Male,32,179305.09,1,1,1,149043.78,0
5325,15595158,Hsu,654,Rural,Male,31,150593.59,2,1,1,105218.45,0
5326,15599126,Russell,529,Semiurban,Female,43,123815.86,1,1,1,78463.99,1
5327,15650575,Payne,720,Urban,Female,59,0,2,1,1,160849.43,1
